group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,24,NED,Netherlands,Felix Mulder / Thom Lahuis,NEDTL8 / NEDFM7,,334,239
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,25,FRA,France,Guirec Gendrot,FRAGG66,,297,241
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,26,DEN,Denmark,,,,297.3,242.3
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,27,FRA,France,Louis COTTIN,FRALC78,,300,244
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,28,HKG,"Hong Kong, China",,,,315,246
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,29,NZL,New Zealand,Ewan Brazle,NZLEB6,,321,252
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,30,DEN,Denmark,Emmeli Gramkov / Sofie Andersen,DENEG2 / DENSA13,,325,254
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,31,GER,Germany,Valentin  Ziegler,GERVZ3,,334,259
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,32,ESP,Spain,,,,343,266
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,33,GBR,Great Britain,,,,337,271
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,34,FRA,France,Quentin Bourrust,FRAQB3,,374.3,276.3
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,35,USA,United States of America,Holland Vierling,USAHV14,,346,285
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,36,ITA,Italy,Victoria DEMURTAS,ITAVD35,,349.3,286
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,37,AUS,Australia,Joel Beashel,AUSJB126,,378,290
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,38,CZE,Czechia,,,,361,296
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,39,GER,Germany,,,,384,299
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,40,HUN,Hungary,,,,368,300
