group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points,1Q(US),2Q(US),3Q(US),4Q(US),5Q(SL),6Q(SL),7Q(SL),8F(SL),9F(SL),10F(SL),11F(US),12F(US),13F(US),14F(US),15F(US),16F(SL),17F(SL),QF,SF,F1,F()
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,113,GBR,Great Britain,Harry Webb,GBRHW58,,225,186,23,25,31,17,(39) BFD,33,25,13,19,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,114,POL,Poland,Stanisław Sułkowski,POLSS21,,227,188,33,11,35,23,19,25,(39) DNC,29,13,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,115,LAT,Latvia,,,,227,188,19,19,33,(39) UFD,33,27,27,15,15,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,116,CZE,Czechia,Stepan Louzek,CZESL3,,227,188,25,23,25,31,33,21,(39) DNC,15,15,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,117,NOR,Norway,Jan Burski,NORJB21,,229,190,25,27,21,27,29,11,(39) DNC,25,25,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,118,FRA,France,Timothy BARBARIN,FRATB58,,225,190,25,25,33,(35),15,19,25,25,23,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,119,NOR,Norway,Axel Espeli-Blankholm,NORAE7,,225,192,27,(33),27,25,29,25,23,19,17,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,120,TPE,TPE-Chinese Taipei,DAO CHEN,TPEDC1,,233,194,35,13,13,27,(39) DNC,39 DNC,29,23,15,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,121,CRO,Croatia,Karlo Ugrin,CROKU1,,227,196,27,19,29,(31),21,25,23,17,35,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,122,ESP,Spain,,,,235,196,33,31,27,23,21,(39) DNC,19,23,19,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,123,SUI,Switzerland,Ben Coldebella,SUIBC7,,229,198,27,29,23,(31),27,29,19,27,17,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,124,FRA,France,Lucien Samarcq,FRALS49,,243,204,25,31,23,25,31,31,(39) DNC,19,19,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,125,ESP,Spain,,,,233,206,(27),23,25,25,21,23,19,31,39 DNC,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,126,GBR,Great Britain,William Heath,GBRWH35,,243,206,23,31,31,29,19,(37),25,25,23,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,127,USA,United States of America,Rohan Desjardins,USARD176,,247,208,17,33,35,11,27,(39) DNC,39 DNC,23,23,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,128,GBR,Great Britain,Aarian Rexha,GBRAR110,,249,210,23,17,33,17,29,(39) DNC,39 DNC,39 DNC,13,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,129,ESP,Spain,,,,253,214,29,27,29,29,23,35,(39) DNC,17,25,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,130,ESP,Spain,Beltrán Parrado,ESPBP17,,251,218,27,27,31,27,(33),29,27,27,23,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,131,FRA,France,Cesar Gaveriaux,FRACG93,,261,222,(39) UFD,21,31,39 UFD,13,39 DNF,31,17,31,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,132,NZL,New Zealand,Finn Davies,NZLFD2,,269,230,27,23,29,35,31,35,(39) DNC,29,21,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,133,ESP,Spain,David Ramos,ESPDR16,,271,232,33,27,25,23,(39) BFD,39 DNC,39 DNC,27,19,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,134,AUT,Austria,Jakob Kammerer,AUTJK13,,277,238,31,35,29,31,25,(39) BFD,39 DNF,39 DNC,9,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,135,IND,India,Stefano Alvares,INDSA8,,277,238,29,33,35,33,35,23,(39) DNF,29,21,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,136,LAT,Latvia,Marts Olbiks,LATMO4,,275,240,(35),33,33,35,25,35,15,31,33,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,137,ESP,Spain,,,,281,242,31,23,27,33,(39) BFD,29,29,39 DNC,31,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,138,ITA,Italy,Tommaso Verticchio,ITATV11,,283,244,35,29,31,27,31,(39) BFD,13,39 DNC,39 DNC,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,139,POL,Poland,Aleksander Luchowski,POLAL20,,291,252,29,29,33,27,37,35,(39) DNC,33,29,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,140,HUN,Hungary,Andras Ruszty,HUNAR5,,293,254,35,33,37,37,27,27,(39) DNF,33,25,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,141,GBR,Great Britain,Robin Maspero,GBRRM165,,295,256,35,29,31,33,29,(39) DNC,39 DNF,31,29,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,142,HUN,Hungary,Gusztav   Szendefy,HUNGS16,,297,258,31,31,33,35,23,(39) BFD,39 DNC,39 DNF,27,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,143,SUI,Switzerland,Neo Bork Rubio,SUINB20,,297,258,33,35,35,33,35,33,(39) DNC,25,29,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,144,ESP,Spain,Tiago Henriques - Finsterwald,ESPTH2,,299,260,(39) DNC,39 DNC,39 DNC,39 DNC,27,27,39 DNC,29,21,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,145,ESP,Spain,,,,303,264,35,35,35,31,25,(39) DNC,39 DNC,33,31,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,146,SUI,Switzerland,,,,305,266,31,37,37,33,15,(39) DNC,39 DNC,39 DNC,35,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,147,ITA,Italy,Giulio Centanni,ITAGC260,,305,266,33,(39) UFD,35,35,35,33,39 DNC,23,33,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,148,HUN,Hungary,Péter Bató,HUNPB11,,319,280,33,35,37,29,35,(39) DNC,39 DNC,39 DNF,33,-,-,-,-,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Youth Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,149,ESP,Spain,,,,335,296,(39) DNC,37,39 DNC,37,37,33,39 DNC,39 DNC,35,-,-,-,-,-,-,-,-,-,-,-,-
