group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,38,ITA,Italy,Sara Savelli,ITASS104,213170,272,200
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,39,GBR,Great Britain,Molly Sacker,GBRMS122,225210,319,214
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,40,BER,Bermuda,Adriana Penruddocke,BERAP3,225787,293,216
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,41,TUR,Türkiye,Ecem Guzel,TUREG2,221116,291,218
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,42,HKG,"Hong Kong, China",Nancy Jane Highfield,HKGNH1,211717,319,235
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,43,CRO,Croatia,Petra Marendic,CROPM6,221415,314,237
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,44,CAN,Canada,Clara Gravely,CANCG20,207232,324,238
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,45,SUI,Switzerland,Anja von Allmen,SUIAV3,228431,329,245
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,46,GBR,Great Britain,Carys Attwell,GBRCA33,225216,344,252
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,47,PER,Peru,Florencia Chiarella,PERFC3,226027,345,262
