group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points,1Q(US),2Q(US),3Q(US),4Q(SL),5Q(SL),6Q(SL),7Q(SL),8F(SL),9F(SL),10F(SL),11F(SL),12F(SL),13F(SL),14F(SL),15F(SL),QF,SF,F1,F()
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,54,GER,Germany,,,,393,276,9,9,13,(39) DNF,19,21,19,(39) DNC,(39) DNC,39 DNC,39 DNC,17,31,29,31,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,55,FRA,France,leandre meynadier,FRALM88,,389,288,13,15,(23),19,23,19,15,31,(39) DNC,(39) DNF,31,39 DNC,33,21,29,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,56,LAT,Latvia,Rūdolfs Putnis,LATRP3,,411,310,19,19,19,7,17,(23),23,(39) DNF,(39) DNF,39 DNC,39 BFD,27,37,31,33,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,57,ITA,Italy,Giovanni Moncada,ITAGM230,,179,121,15,(39) DSQ,27,5,17,25,21,3,1,7,(19),-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,58,FRA,France,,,,185,129,21,25,25,9,17,(39) BFD,15,5,(17),1,11,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,59,GER,Germany,Félix Mann,HUNFM2,,171,131,(29),23,17,13,19,23,15,(11),11,7,3,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,60,EST,Estonia,Leonid Turovski,ESTLT3,,181,133,27,(39) DNC,19,7,25,21,21,7,5,(9),1,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,61,ITA,Italy,SIMONE TROVATO,ITAST44,,177,133,25,(29),21,17,15,17,15,9,3,11,(15),-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,62,POL,Poland,,,,193,135,(39) DNC,39 DNC,39 DNC,9,17,11,9,1,7,3,(19),-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,63,ITA,Italy,MARCO CICERONE,ITAMC333,,169,135,23,23,19,(27),19,21,19,1,(7),3,7,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,64,ISR,Israel,Yoav Marom,ISRYM8,,175,135,19,(25),21,19,21,19,21,(15),3,9,3,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,65,JPN,Japan,Taiga Kubota,JPNTK50,,187,135,25,13,21,(39) DNC,25,13,21,3,(13),5,9,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,66,GER,Germany,Fritz Grünbaum,GERFG36,,179,137,21,21,(25),17,13,23,25,9,5,(17),3,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,67,HKG,"Hong Kong, China",Hau shing Kie,HKGHK4,,197,139,21,27,(39) DNC,29,13,9,11,(19),19,3,7,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,68,ISR,Israel,Orian Klein,ISROK6,,181,141,21,19,19,23,23,23,(27),5,1,(13),7,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,69,ISR,Israel,Yonatan Aviram,ISRYA13,,191,141,21,15,(39) UFD,15,21,27,27,7,7,(11),1,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,70,AIN,Individual Neutral Athletes,Roman Krauze,AINXRK3,,209,141,25,19,27,(39) DNC,15,21,13,9,(29),7,5,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,71,HKG,"Hong Kong, China",Chun Hei Chan,HKGCC16,,207,143,13,17,(39) UFD,25,11,39 BFD,17,3,(25),1,17,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,72,ITA,Italy,Alberto Troja,ITAAT91,,211,143,(29),27,17,11,27,13,17,(39) DNC,25,1,5,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,73,ESP,Spain,,,,199,151,27,25,(39) UFD,15,27,25,17,5,(9),9,1,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,74,TUR,Türkiye,Leon Hakim,TURLH1,,195,151,21,19,9,11,(29),25,29,(15),13,11,13,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,75,HKG,"Hong Kong, China",Yik Ming Lung,HKGYL12,,201,153,19,(25),21,17,23,19,25,7,(23),13,9,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,76,ITA,Italy,Curzio Riccini,ITACR62,,211,159,19,21,(31),15,21,19,25,13,11,(21),15,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,77,FRA,France,Manoa Ancet,FRAMA58,,215,161,19,(39) UFD,23,39 BFD,15,23,23,(15),9,5,5,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,78,ISR,Israel,Shahar Lopatka,ISRSL3,,229,163,25,19,21,9,(27),23,23,13,(39) DNC,17,13,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,79,SGP,Singapore,Jonas Knick,SGPJK4,,243,165,7,21,(39) DNC,39 DNC,25,15,27,17,1,13,(39) BFD,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,80,HUN,Hungary,Rajmund Takats,HUNRT3,,235,165,23,17,29,23,21,25,(31),19,3,5,(39) BFD,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,81,AUS,Australia,Darcy Brinkmann-Gray,AUSDB83,,251,173,23,21,15,(39) DNF,39 DNC,13,13,1,25,23,(39) BFD,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,82,ITA,Italy,Alistair  Boccanegra,ITAAB283,,237,173,31,(39) DNC,15,21,17,21,23,(25),15,19,11,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,83,ESP,Spain,,,,249,189,27,21,17,(39) DNF,27,27,27,13,11,(21),19,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,84,GBR,Great Britain,Caedon Faulkner-Leask,GBRCF66,,271,193,23,23,(39) UFD,39 BFD,21,17,23,19,13,15,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,85,TUR,Türkiye,Cem  Çelikel,TURCÇ9,,275,197,(39) UFD,23,23,39 DNC,23,21,13,23,5,27,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,86,ITA,Italy,Vanja Schirru,ITAVS33,,249,199,25,27,23,25,27,29,(31),11,15,(19),17,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,87,HKG,"Hong Kong, China",Z Wong,HKGZW1,,267,209,29,27,23,27,31,(39) BFD,29,17,(19),15,11,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,88,POL,Poland,Jakub Kaźmierczak,POLJK68,,291,231,31,25,33,(39) DNC,29,25,33,(21),21,19,15,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,89,ITA,Italy,Lorenzo Macaluso,ITALM168,,301,233,29,29,29,19,31,31,(35),(33),27,25,13,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,90,NED,Netherlands,Seppe Wiersema,NEDSW18,,307,241,27,(39) NSC,31,39 DNF,39 DNC,29,33,(27),9,17,17,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,91,SUI,Switzerland,Malo Michel,SUIMM30,,299,241,(33),33,27,21,33,33,33,23,17,(25),21,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,92,CZE,Czechia,Jindrich Pinos,CZEJP10,,319,241,35,27,27,29,(39) DNC,29,27,23,19,25,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,93,ITA,Italy,Martin Ras,ITAMR175,,309,243,35,(39) DNC,29,39 DNC,39 DNC,27,31,17,17,(27),9,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,94,SUI,Switzerland,,,,307,243,(39) DNF,29,39 DNC,39 DNC,33,27,25,(25),15,15,21,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,95,CAN,Canada,Daniel Solodchenko,CANDS64,,331,253,31,29,27,(39) DNC,39 DNC,25,29,11,33,29,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,96,PER,Peru,Gerónimo Raffo,PERGR4,,335,257,33,31,25,(39) DNC,29,29,39 DNC,27,21,23,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,97,TUR,Türkiye,Can Gürbüz,TURCG15,,339,261,23,25,31,(39) BFD,29,31,31,21,31,(39) DNF,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,98,ITA,Italy,,,,331,269,25,23,(39) DNC,39 DNC,39 DNC,39 DNC,39 DNC,21,21,(23),23,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,99,SUI,Switzerland,Roger Favre,SUIRF19,,351,273,31,31,29,(39) DNF,25,33,29,25,31,(39) DNC,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,100,POL,Poland,Leonard Wilandt,POLLW11,,343,277,17,(39) DNF,39 DNC,39 DNC,31,39 BFD,33,(27),27,27,25,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,101,CZE,Czechia,Jakub Roušal,CZEJR5,,359,281,(39) DNF,29,39 DNC,23,31,33,29,33,33,31,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,102,ESP,Spain,Ariel Martínez Gasol,ESPAM162,,367,289,31,33,(39) DNC,39 DNC,33,31,31,29,23,(39) DNF,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,103,UKR,Ukraine,,,,379,301,(39) DNC,39 NSC,39 DNC,39 DNF,31,35,31,(39) DNC,27,21,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,104,PER,Peru,Salvdor Tenorio,PERST1,,379,301,(39) DNF,39 DNC,39 DNC,39 DNC,29,33,33,31,29,29,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,105,ESP,Spain,Nicolás  Parrado,ESPNP11,,379,301,(39) DNC,39 NSC,33,39 DNC,33,29,35,31,31,31,(39) DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,106,SUI,Switzerland,Paco Neff,SUIPN2,,385,307,(39) DNC,39 DNC,39 DNC,31,35,35,37,29,23,(39) DNF,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,107,NED,Netherlands,,,,391,313,33,21,25,(39) DNC,39 DNC,39 DNC,39 DNC,(39) DNC,39 DNC,39 DNC,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,108,GBR,Great Britain,Jasper Malik,GBRJM235,,397,319,27,(39) UFD,39 UFD,39 DNC,29,39 BFD,29,(39) DNC,39 DNC,39 DNC,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,109,ITA,Italy,Luca Perni,ITALP128,,399,321,29,31,(39) DNC,39 DNC,39 DNC,31,35,(39) DNC,39 DNC,39 DNC,39 DNC,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,110,PER,Peru,Felipe Cayo,PERFC7,,411,333,(39) NSC,39 NSC,39 NSC,39 DNC,39 DNC,35,35,(39) DNC,29,39 BFD,39 BFD,-,-,-,-,-,-,-,-
youth,Class Youth World Championship,iQFOiL Youth & Junior,iQFOiL Youth & Junior Junior Male,iQFOiL Youth & Junior World Championships,ESP202310DVU,2026-07-03,2026-07-10,"sant Pere Pescador, Spain",https://sailing.org/regatta/iqfoil-youth-and-junior-world-championships?ref=ESP202310DVU,111,SUI,Switzerland,,,,421,343,(39) DNC,39 DNC,39 DNC,39 DNC,39 DNC,39 DNC,37,(39) DNC,33,39 DNC,39 DNC,-,-,-,-,-,-,-,-
