event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,1,CYP,Cyprus,Pavlos Kontides,CYPPK1,212431,53,39
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,2,GER,Germany,Philipp Buhl,GERPB8,191131,70,40
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,3,NZL,New Zealand,George Gautrey,NZLGG34,214137,69,42
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,4,AUS,Australia,Zac Littlewood,AUSZL1,211731,59,45
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,5,CRO,Croatia,Filip Jurisic,CROFJ1,216061,122,68
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,6,ITA,Italy,Lorenzo Brando Chiavarini,ITALC153,216159,93,71
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,7,IRL,Ireland,Finn Lynch,IRLFL10,222017,98,73
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,8,ITA,Italy,Dimitri Peroni,ITADP40,221118,110,78
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,9,NED,Netherlands,Duko Bos,NEDDB9,206717,113,86
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,10,MNE,Montenegro,Milivoj Dukic,MNEMD1,226028,136,87
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,11,HUN,Hungary,Jonatan Vadnai,HUNJV4,213119,143,95
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,12,AUS,Australia,Ethan McAullay,AUSEM14,211556,136,103
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,13,ITA,Italy,Antonio Pascali,ITAAP210,219260,157,106
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,14,GBR,Great Britain,finley dickinson,GBRFD18,212115,136,106
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,15,GBR,Great Britain,Sam Whaley,GBRSW88,227491,177,118
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,16,GER,Germany,Julian Hoffmann,GERJH64,223181,162,120
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,17,ITA,Italy,Attilio Borio,ITAAB230,213031,155,123
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,18,GRE,Greece,Georgios Papadakos,GREGP28,210121,184,125
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,19,ITA,Italy,Cesare Barabino,ITACB84,221701,171,126
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,20,FIN,Finland,Valtteri Uusitalo,FINVU2,222065,169,127
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,21,PER,Peru,Stefano Peschiera,PERSP1,217115,187,128
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,22,SGP,Singapore,Ryan Lo,SINRL7,197421,182,130
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,23,ITA,Italy,PIETRO GIACOMONI,ITAPG38,218461,170,130
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,24,HKG,"Hong Kong, China",Nicholas Halliday,HKGNH5,171979,181,135
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,25,FIN,Finland,Nooa Henrik Laukkanen,FINNL2,227852,191,135
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,26,IRL,Ireland,Ewan McMahon,IRLEM38,216101,195,136
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,27,ARG,Argentina,Francisco Guaragna Rigonat,ARGFG13,222111,197,138
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,28,ARG,Argentina,Juan Pablo Cardozo,ARGJC27,213216,184,144
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,29,NOR,Norway,Theodor Middelthon,NORTM11,224254,206,147
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,30,GER,Germany,Ole Schweckendiek,GEROS26,211416,191,150
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,31,GER,Germany,Nik Aaron Willim,GERNW5,211241,196,151
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,32,GER,Germany,Justin Barth,GERJB83,211217,190,153
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,33,FRA,France,Alexandre Kowalski,FRAAK11,222930,214,155
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,34,CRO,Croatia,Tonci Stipanovic,CROTS1,212013,219,160
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,35,NZL,New Zealand,Caleb Armit,NZLCA4,227583,212,162
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,36,NED,Netherlands,Willem Wiersema,NEDWW5,211192,218,171
ILCA 7 Men,ILCA Senior European Championships,SWE202508LYL,2026-05-15,2026-05-22,"Kastela, Croatia",https://sailing.org/regatta/ilca-senior-european-championships?ref=SWE202508LYL,37,BEL,Belgium,William de Smet,BELWD5,214116,229,177
