event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points,1Q,2Q,3Q,4Q,5Q,6F,7F,8F,9F,10F,11F,MR
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,16,GER,Germany,Luise Wanser / Philipp Autenrieth,GERPA2 / GERLW8,,159,125,8,(34) DSQ,5,8,9,6,28,12,7,34 BFD,8,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,17,SUI,Switzerland,Yves Mermod / Maja Siegenthaler,SUIYM2 / SUISM14,,161,131,10,11,2,14,4,25,6,(30),22,20,17,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,18,GER,Germany,Theres Dahnke / Matti Cipra,GERTD14 / GERMC4,,166,132,18,3,8,2,8,4,34 DNC,21,(34) DSQ,22,12,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,19,FRA,France,Matisse Pacaud / Lucie de Gennes,FRALD32 / FRAMP48,,153,132,4,20,13,2,16,16,21,3,19,18,(21),-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,20,GBR,Great Britain,Martin Wrigley / Bettine Harris,GBRMW97 / GBRBH46,,176,149,11,(27),20,3,16,15,16,25,10,19,14,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,21,JPN,Japan,Daichi Takayama / Fuyuka Morita,JPNDT1 / JPNFM6,,180,149,15,9,16,5,7,29,23,6,11,(31),28,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,22,BRA,Brazil,Rodrigo Linck Duarte / Ana Luiza Busato Barbachan,BRAAB12 / BRARD27,,185,159,22,12,6,12,10,21,26,(26),17,15,18,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,23,POR,Portugal,Beatriz Gago / Rodolfo Pires,PORRP9 / PORBG3,,191,162,7,6,14,20,11,22,(29),16,28,14,24,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,24,JPN,Japan,Ai Kondo Yoshida / Yugo Yoshida,JPNYY3 / JPNAK3,,190,163,15,10,11,10,10,(27),22,22,23,21,19,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,25,JPN,Japan,Tetsuya Isozaki / Yurie Seki,JPNYS26 / JPNTI15,,193,164,9,13,3,13,17,18,25,(29),26,25,15,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,26,USA,United States of America,Stuart McNay / Lara Dallman-Weiss,USALD21 / USASM24,,204,177,14,16,10,11,26,20,15,20,21,24,(27),-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,27,ITA,Italy,Benedetta di Salle / Alessio Bellico,ITABD18 / ITAAB281,,211,181,13,9,20,21,13,(30),9,15,25,27,29,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,28,GRE,Greece,Ariadni Paraskevi Spanaki / Odysseas Emmanouil Spanakis,GREOS2 / GREAS14,,223,191,8,4,15,17,18,31,14,27,29,28,(32),-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,29,GBR,Great Britain,Hannah Bristow / James Taylor,GBRHB45 / GBRJT83,,222,191,16,17,23,9,12,28,(31),24,14,26,22,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,30,USA,United States of America,Louisa Nordstrom / Trevor Bornarth,USALN18 / USATB148,,238,204,2,29,12,11,(34) DNF,34 BFD,20,28,27,16,25,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,31,TUR,Türkiye,Deniz Cinar / Simay Aslan,TURSA11 / TURDC1,,245,211,11,18,9,23,13,23,30,18,32,34 DNC,(34) DNC,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,32,SUI,Switzerland,Linda Fahrni / Cyril Schuepbach,SUIFL2 / SUICS17,,248,217,4,19,13,16,22,26,27,31,(31),29,30,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,33,AUS,Australia,Sophie Jackson / Angus Higgins,AUSSJ20 / AUSAH53,,258,224,25,14,18,7,5,32,(34) UFD,32,30,30,31,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,34,SLO,Slovenia,Tina Mrak / Jakob Božič,SLOTM2 / SLOJB2,,90,69,12,18,(21),18,8,2,3,4,2,1,1,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,35,FRA,France,Manon Pennaneac'H / Pierre Williot,FRAPW7 / FRAMP82,,117,91,24,(26),11,8,14,5,7,7,5,5,5,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,36,GBR,Great Britain,Vita Heathcote / Ryan Orr,GBRRO16 / GBRVH7,,128,95,6,27,19,16,17,1,1,1,1,6,(33) DNC,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,37,ISR,Israel,Gil Cohen / Liam Faytlovich,ISRGC2 / ISRLF1,,128,102,13,1,(26),18,26,7,2,2,4,7,22,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,38,NED,Netherlands,Afrodite Zegers / Pim van Vugt,GREAZ12 / NEDPV24,,143,109,(34) DSQ,26,22,12,20,3,5,12,3,3,3,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,39,FRA,France,Cassandre Blandin / Corentin BRETAGNE,FRACB56 / FRACB63,,137,110,16,2,(27),22,18,9,6,6,13,12,6,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,40,ESP,Spain,Neus Ballester Bover / Jaime Wizner Pérez-lafuente,ESPNB14 / ESPJW5,,149,116,21,14,14,19,21,11,(33) UFD,3,9,2,2,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,41,AUT,Austria,Rosa Donner / Niklas Haberl,AUTNH3 / AUTRD4,,147,117,19,(30),15,21,15,6,8,10,6,10,7,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,42,GBR,Great Britain,Charlotte Leigh / Alexander Hughes,GBRCL67 / GBRAH130,,164,139,20,(25),21,19,21,8,4,9,7,9,21,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,43,GER,Germany,Line-Anneliek Pähler / Thorben Jonas Schlueter,GERTS76 / GERLP26,,179,145,28,25,19,24,(34) DNC,4,11,18,8,4,4,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,44,POL,Poland,Zofia Korsak / Franciszek Borys,POLBB5 / POLZK9,,185,157,23,(28),22,17,20,13,10,11,10,20,11,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,45,TUR,Türkiye,Efe Tulcali / Defne Danismend,TURDD6 / TURET8,,187,162,22,8,24,(25),19,19,12,16,18,15,9,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,46,NZL,New Zealand,Derek Scott / Rebecca Hume,NZLDS1 / NZLRH12,,202,173,(29),23,16,22,19,16,13,13,19,16,16,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,47,GBR,Great Britain,Haydn Sewell / Faye Chatterton,GBRHS51 / GBRFC19,,206,177,20,13,(29),23,29,20,17,22,11,14,8,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,48,GRE,Greece,Lampis Eulampios Giannoulis / Eleni Giannouli,GRELG3 / GREHG2,,210,177,17,17,17,27,23,15,(33) DNS,23,15,13,10,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,49,GER,Germany,Catharina Schaaff / Colin Liebig,GERCS78 / GERCL31,,211,181,(30),20,27,26,14,18,16,19,16,11,14,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,50,ARG,Argentina,Belen Tavella / Tomas Dietrich,ARGMT6 / ARGTD1,,215,182,19,5,24,20,22,33 BFD,(33) UFD,15,14,17,13,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,51,POL,Poland,Agnieszka Pawlowska / Bartlomiej Szlija,POLAP42 / POLBS8,,233,200,24,24,25,15,24,33 BFD,9,5,20,21,(33) RET,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,52,NZL,New Zealand,Brittany Wornall / Sam Street,NZLBW12 / NZLSS13,,234,200,29,23,23,28,(34) DNC,12,15,17,33 DSQ,8,12,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,53,SLO,Slovenia,Martin Fras / Mija Skerlavaj,SLOMS10 / SLOMF1,,234,201,27,22,17,26,24,10,22,8,12,33 RET,(33) DNC,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,54,ESP,Spain,Pablo Ruiz Ponce / Mar Gil Roig,ESPMG88 / ESPPR26,,248,214,27,31,28,27,(34) UFD,14,14,14,22,22,15,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,55,ITA,Italy,Aurora Casertano / Leonardo Matarazzo,ITALM120 / ITAAC299,,248,217,(31),15,28,24,25,17,19,26,25,19,19,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,56,GER,Germany,Eva Schäfer Rodriguez / Julius Frank,GERES35 / GERJF39,,267,233,30,31,31,(34) DNC,23,22,18,20,23,18,17,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,57,GER,Germany,Juliane Adelssen / Jonathan Wille,GERJA19 / GERJW68,,266,234,25,(32),25,28,25,21,21,25,21,25,18,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,58,USA,United States of America,Mimi El-Khazindar / J. Noble Reynoso,USAME57 / USAJR210,,276,243,28,22,26,25,28,23,20,21,17,33 DNC,(33) DNC,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,59,AUS,Australia,James Jackson / Lily Richardson,AUSJJ14 / AUSLR10,,292,258,26,29,32,29,(34) DNC,24,24,24,27,23,20,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,60,LTU,Lithuania,Daumante Petraityte / Jurgis Jurgelionis,LTUDP1 / LTUJJ4,,292,260,(32),24,30,29,27,25,23,27,26,26,23,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,61,UKR,Ukraine,Kyrylo Dolhov / Alyona Polova,UKRKD9 / UKRAP6,,312,278,23,21,29,(34) DNC,34 DNC,33 DNC,33 DNC,33 DNC,24,24,24,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,62,IND,India,Preethi Kongara / Sudhanshu Shekhar,INDSS40 / INDPK11,,327,293,21,10,30,(34) DNC,34 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,63,CRO,Croatia,Ema Samarzija / Leon Scheidl,CROLS10 / CROES4,,356,322,26,30,(34) DNC,34 DNC,34 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,64,SRB,Serbia,Natalija Pantic / Petar Bojovic,SRBPB2 / SRBNP2,,359,325,31,28,(34) DNF,34 DNF,34 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,-
470 Mixed,470 Open European Championships,TUR202209OHW,2023-05-12,2023-05-20,"San Remo, Italy",https://sailing.org/regatta/470-open-european-championships?ref=TUR202209OHW,65,ITA,Italy,inti  catalani / Eva  Saccavino,ITAES82 / ITAIC19,,367,333,(34) DNC,33,34 DNC,34 DNC,34 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,33 DNC,-
