event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,1,FRA,France,Lauriane Nolot,FRALN10,FRA 131,57,1
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,2,FRA,France,Jessie Kampman,NEDJK53,FRA 125,105,2
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,3,FRA,France,Poema Newland,FRAPN16,FRA 98,79,3
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,4,SUI,Switzerland,Elena Lengwiler,SUIEB4,SUI 34,119,4
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,5,GBR,Great Britain,Eleanor Aldridge,GBREA10,GBR 154,97,5
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,6,GBR,Great Britain,Lily Young,GBRLY6,GBR 110,133,5
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,7,ISR,Israel,Gal Zukerman,ISRGZ3,ISR 87,138,7
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,8,USA,United States of America,Daniela Moroz,USADM246,USA 152,176,7
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,9,GBR,Great Britain,Katie Dabson,GBRKD19,GBR 161,169,9
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,10,ITA,Italy,Maggie Eillen Pescetto,ITAMP240,ITA 15,154,9
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,11,GER,Germany,Leonie Meyer,GERLM11,GER 20,189,126
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,12,CHN,"China, PR",Jingyue Chen,CHNLC7,CHN 61,212,132
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,13,GBR,Great Britain,Madeleine Anderson,GBRMA44,GBR 172,210,135
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,14,CHN,"China, PR",liu chenxue,CHNLC8,CHN 63,222,147
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,15,ESP,Spain,Gisela Pulido Borrell,ESPGP20,ESP 151,225,148
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,16,AUT,Austria,Alina Kornelli,AUTAK16,AUT 26,218,149
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,17,POL,Poland,Julia Damasiewicz,POLJD16,POL 162,224,169
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,18,CHN,"China, PR",Si Wang,CHNSW9,CHN 156,234,172
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,19,AUS,Australia,Breiana Whitehead,AUSBW24,AUS 75,254,185
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,20,ISR,Israel,Maya Ashkenazi,ISRMA9,ISR 70,250,186
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,21,POL,Poland,Izabela Satrjan,POLIS5,POL 49,280,211
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,22,FRA,France,Chloe Revil,FRACR52,FRA 95,271,212
Formula Kite Women,Formula Kite European Championships,ESP202403HKJ,2024-03-15,2024-03-24,"Los Alcazares, Mar Menor, Murcia, Spain",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKJ,23,FRA,France,Lysa Caval,FRALC65,FRA 136,295,214
