event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,1,DEN,Denmark,Anna Munch,DENAM6,220066,86,46
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,2,AUS,Australia,Mara Stransky,AUSMS65,222158,154,64
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,3,POL,Poland,Agata Barwinska,POLAB11,217327,106,66
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,4,BEL,Belgium,Emma Plasschaert,BELPE1,211552,123,74
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,5,NED,Netherlands,Maxime Jonker,NEDMJ5,211391,119,75
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,6,AUS,Australia,Zoe Thomson,AUSZT3,204568,146,78
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,7,USA,United States of America,Erika Reineke,USAER45,221225,146,88
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,8,POL,Poland,Wiktoria Golebiowska,POLWG7,218211,171,90
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,9,ITA,Italy,Matilda Talluri,ITAMT51,213019,140,97
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,10,ITA,Italy,Chiara Benini Floriani,ITACB88,226031,150,98
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,11,POL,Poland,Magdalena Kwasna,POLMK38,217368,152,103
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,12,SUI,Switzerland,Anja von Allmen,SUIAV3,226537,162,105
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,13,NED,Netherlands,Roos Wind,NEDRW21,221341,173,107
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,14,IRL,Ireland,Eve McMahon,IRLEM39,216116,206,111
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,15,FRA,France,Marie Barrue,FRAMB65,221001,166,116
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,16,FRA,France,Louise Cervera,FRALC33,221191,164,117
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,17,GBR,Great Britain,Hannah Snellgrove,GBRHS12,226020,184,121
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,18,NOR,Norway,Line Flem Hoest,NORLH5,226017,192,124
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,19,USA,United States of America,Charlotte Rose,USACR200,222035,218.5,130.5
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,20,GBR,Great Britain,Matilda Nicholls,GBRMN16,225217,192,132
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,21,LTU,Lithuania,Viktorija Andrulyte,LTUVA1,227171,205,141
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,22,GBR,Great Britain,Daisy Collingridge,GBRDC96,221584,222.8,142.8
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,23,AUS,Australia,Elyse Ainsworth,AUSEA3,218756,238,154
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,24,DEN,Denmark,Helena Wolff,DENHW4,226441,222,155
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,25,HUN,Hungary,Maria Erdi,HUNME1,211551,235,157
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,26,BUL,Bulgaria,Alexandra Lukoyanova,BULAL4,222314,232,158
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,27,IND,India,Nethra Kumanan,INDNK4,222138,210,160
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,28,FIN,Finland,Monika Mikkola,FINMM7,211133,214,161
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,29,ISR,Israel,Shay Kakon,ISRSK7,220477,259,164
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,30,USA,United States of America,Christina Sakellaris,USACS239,223412,233,165
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,31,ITA,Italy,Sara Savelli,ITASS104,213170,264,169
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,32,CRO,Croatia,Elena Vorobeva,CROEV1,226029,228,174
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,33,HKG,"Hong Kong, China",Nancy Jane Highfield,HKGNH1,211717,261,191
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,34,ITA,Italy,Giorgia Della Valle,ITAGD143,226911,277,196
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,35,AUS,Australia,Evie Saunders,AUSES12,215011,276,199
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,36,ESP,Spain,Adriana Castro Nuñez,ESPAC105,225750,265,199
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,37,ESP,Spain,Lara Himmes Himmes,ESPLH8,223216,287,199
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,38,CRO,Croatia,Petra Marendic,CROPM6,221415,299,210
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,39,HKG,"Hong Kong, China",Stephanie Louise Norton,HKGSN1,211715,283,220
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,40,ESP,Spain,Claudia Adán Lledó,ESPCA30,221373,305,223
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,41,ESP,Spain,ISABEL HERNANDEZ PEÑA,ESPIH5,221420,313,228
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,42,ESP,Spain,Marina Serrano,ESPMS58,221160,329,251
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,43,GER,Germany,Mirja Dohle,GERMD38,223715,326,253
ILCA 6 Women,EurILCA Senior European Championships,FRA202211AT4,2025-08-08,2025-08-16,"Marstrand, Sweden, Sweden",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211AT4,44,CZE,Czechia,Linda Dokoupilova,CZELD2,223487,350,267
