event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,1,GBR,Great Britain,Eleanor Aldridge,GBREA10,GBR 34,40,1
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,2,NED,Netherlands,Annelous Lammerts,NEDAL5,NED 20,79,2
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,3,FRA,France,Poema Newland,FRAPN16,FRA 17,64,3
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,4,GBR,Great Britain,Lily Young,GBRLY6,GBR 5,61,4
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,5,GBR,Great Britain,Madeleine Anderson,GBRMA44,GBR 45,104,5
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,6,ESP,Spain,Gisela Pulido Borrell,ESPGP20,ESP 21,123.7,5
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,7,POL,Poland,Julia Damasiewicz,POLJD16,POL 28,102,7
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,8,AUT,Austria,Alina Kornelli,AUTAK16,AUT 6,105,7
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,9,GER,Germany,Leonie Meyer,GERLM11,GER 35,116,9
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,10,ISR,Israel,Maya Ashkenazi,ISRMA9,ISR 10,136,9
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,11,ISR,Israel,Gal Zukerman,ISRGZ3,ISR 43,141,90
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,12,POL,Poland,Nina Arcisz,POLNA1,POL 32,152,102
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,13,ITA,Italy,Maggie Eillen Pescetto,ITAMP240,ITA 8,146,107
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,14,FRA,France,Alexia Fancelli,FRAAF32,FRA 19,161,111
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,15,SUI,Switzerland,Elena Lengwiler,SUIEB4,SUI 30,168,113
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,16,GBR,Great Britain,Katie Dabson,GBRKD19,GBR 46,168,114
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,17,FRA,France,Lysa Caval,FRALC65,FRA 29,167,114
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,18,POL,Poland,Izabela Satrjan,POLIS5,POL 31,180,126
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,19,FRA,France,Heloise Pegourie,FRAHP15,FRA 18,195,129
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,20,POL,Poland,Magdalena Woyciechowska,POLMW47,POL 26,188,133
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,21,ITA,Italy,Sofia Tomasoni,ITAST35,ITA 27,183,134
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,22,AUS,Australia,Breiana Whitehead,AUSBW24,AUS 44,79,32
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,23,ITA,Italy,TIANA LAPORTE,ITATL9,ITA 9,78,39
Formula Kite Women,Formula Kite European Championships,GRE202209ILG,2023-09-16,2023-09-24,"Portsmouth (UK), Great Britain",https://sailing.org/regatta/formula-kite-european-championships?ref=GRE202209ILG,24,TUR,Türkiye,Derin Atakan,TURDA14,TUR 12,115,58
