event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,1,SGP,Singapore,Maximilian Maeder,SGPMM1,SGP 35,89,1
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,2,ITA,Italy,Riccardo Pianosi,ITARP80,ITA 45,36,2
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,3,SUI,Switzerland,Gian Andrea Stragiotti,SUIGS6,SUI 37,111,3
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,4,GRE,Greece,Kameron Alexandros Maramenidis,GRECM13,GRE 38,89,4
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,5,POL,Poland,Jan Marciniak,POLJM20,POL 65,138,5
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,6,FRA,France,Benoit Gomez,FRABG40,FRA 39,83,6
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,7,CZE,Czechia,Vojta Koska,CZEVK3,CZE 32,134,7
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,8,BRA,Brazil,Bruno Lobo,BRABL11,BRA 46,109,8
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,9,ITA,Italy,Lorenzo Boschetti,ITALB113,ITA 57,138,88
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,10,FRA,France,Axel Mazella,FRAAM47,FRA 30,136,95
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,11,CRO,Croatia,Martin Dolenc,CROMD5,CRO 50,130,95
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,12,GER,Germany,Jannis Maus,GERJM49,GER 64,150.5,98.5
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,13,GER,Germany,Jan Voster,GERJV21,GER 63,159,99
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,14,NZL,New Zealand,Lukas Walton- Keim,NZLLW3,NZL 61,152,100
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,15,USA,United States of America,Noah Runciman,USANR23,USA 34,150,103
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,16,GBR,Great Britain,Sam Dickinson,GBRSD77,GBR 58,164.8,108.8
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,17,NED,Netherlands,,,NED 66,176,119
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,18,BRA,Brazil,Lucas Pes Fonseca,BRALP27,BRA 42,186,128
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,19,MON,Monaco,Alexander Ehlen,MONAE2,MON 55,191,140
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,20,POR,Portugal,Tomas Pires de Lima,PORTP2,POR 31,122,70
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,21,SUI,Switzerland,Karl Maeder,SUIKM1,SUI 36,138,86
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,22,FRA,France,Paul Labordère,FRAPL91,FRA 48,137,87
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,23,ESP,Spain,Alejandro Climent,ESPAC60,ESP 53,133,88
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,24,DOM,Dominican Republic,Deury Corniel,DOMDC1,DOM 56,136,94
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,25,ITA,Italy,Giuseppe Paolillo,ITAGP178,ITA 43,157,107
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,26,FRA,France,Malo QUERNEC,FRAMQ5,FRA 49,159,114
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,27,ESP,Spain,Jacobo Espi Vano,ESPJE28,ESP 51,188,129
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,28,ITA,Italy,Flavio Marx,ITAFM170,ITA 44,174,129
Formula Kite Men,Formula Kite European Championships,ESP202403HKR,2025-05-11,2025-05-19,"Urla, Türkiye, Türkiye",https://sailing.org/regatta/formula-kite-european-championships?ref=ESP202403HKR,29,FRA,France,Matheo Coguiec,FRAMC94,FRA 47,197,145
