event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,1,POL,Poland,Agata Barwinska,POLAB11,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,2,SUI,Switzerland,Maud Jayet,SUIMJ3,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,3,NED,Netherlands,Marit Bouwmeester,NEDMB7,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,4,GBR,Great Britain,Matilda Nicholls,GBRMN16,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,5,BEL,Belgium,Emma Plasschaert,BELPE1,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,6,CAN,Canada,Sarah Douglas,CANSD7,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,7,GBR,Great Britain,Daisy Collingridge,GBRDC96,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,8,AUS,Australia,Zoe Thomson,AUSZT3,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,9,FRA,France,Pernelle Michon,FRAPM12,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,10,HUN,Hungary,Maria Erdi,HUNME1,,,
ILCA 6 Women,EurILCA Senior European Championships,FRA202211NAJ,2022-11-14,2022-11-21,"Hyères, France",https://sailing.org/regatta/eurilca-senior-european-championships?ref=FRA202211NAJ,11,AUS,Australia,Casey Imeneo,AUSCI3,,,
