series_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,1,GBR,Great Britain,Hannah Snellgrove,GBRHS12,,47,47
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,2,USA,United States of America,Charlotte Rose,USACR200,,49,49
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,3,IRL,Ireland,Eve McMahon,IRLEM39,,51,51
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,4,HUN,Hungary,Maria Erdi,HUNME1,,62,62
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,5,NED,Netherlands,Maxime Jonker,NEDMJ5,,62,62
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,6,DEN,Denmark,Anna Munch,DENAM6,,64,64
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,7,NED,Netherlands,Roos Wind,NEDRW21,,68,68
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,8,GBR,Great Britain,Matilda Nicholls,GBRMN16,,71,71
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,9,FRA,France,Louise Cervera,FRALC33,,76,76
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,10,NOR,Norway,Line Flem Hoest,NORLH5,,81,81
