series_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,11,ITA,Italy,Chiara Benini Floriani,ITACB88,,126,88
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,12,BEL,Belgium,Emma Plasschaert,BELPE1,,125,94
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,13,POL,Poland,Agata Barwinska,POLAB11,,144,110
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,14,NZL,New Zealand,Greta Pilkington,NZLGP5,,153,112
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,15,GBR,Great Britain,Daisy Collingridge,GBRDC96,,165,119
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,16,ROU,Romania,Ebru Bolat,ROUEB1,,157,122
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,17,ARG,Argentina,Lucia Falasca,ARGLF1,,163,124
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,18,ITA,Italy,Ginevra Caracciolo,ITAGC256,,167,129
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,19,USA,United States of America,Erika Reineke,USAER45,,175,133
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,20,AUS,Australia,Evie Saunders,AUSES12,,177,146
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,21,FRA,France,Marie Barrue,FRAMB65,,181,147
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,22,AUS,Australia,Zoe Thomson,AUSZT3,,194,154
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,23,AUS,Australia,Mara Stransky,AUSMS65,,196,155
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,24,AUS,Australia,Casey Imeneo,AUSCI3,,193,156
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,25,CYP,Cyprus,Marilena Makri,CYPMM3,,194,158
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,26,SWE,Sweden,Hanna Koba,SWEHK12,,204,160
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,27,ARG,Argentina,Luciana Cardozo,ARGLC12,,209,166
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,28,AUS,Australia,Elyse Ainsworth,AUSEA3,,205,168
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,29,PER,Peru,Florencia Chiarella,PERFC3,,218,172
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,30,ISR,Israel,Shay Kakon,ISRSK7,,213,172
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,31,USA,United States of America,Christina Sakellaris,USACS239,,224,185
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,32,PER,Peru,Caterina Romero Aguirre,PERCR1,,226,186
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,33,UKR,Ukraine,Alina Shapovalova,UKRAS23,,234,193
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,34,HKG,"Hong Kong, China",Stephanie Louise Norton,HKGSN1,,236,195
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,35,GER,Germany,Julia Buessellberg,GERJB68,,237,197
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,36,AUS,Australia,Sylvie Stannage,AUSSS43,,240,197
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,37,POL,Poland,Wiktoria Golebiowska,POLWG7,,246,200
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,38,SUI,Switzerland,Anja von Allmen,SUIAV3,,247,201
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,39,BER,Bermuda,Adriana Penruddocke,BERAP3,,253,209
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,40,THA,Thailand,Sophia Montgomery,THASM5,,260,218
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,41,AUS,Australia,Frances Beebe,AUSFB9,,274,229
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,42,CAN,Canada,Clara Gravely,CANCG20,,274,233
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,43,SUI,Switzerland,Maud Jayet,SUIMJ3,,315,269
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,44,BAH,Bahamas,Eliza Denning,BAHED2,,328,284
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,45,USA,United States of America,Isabella Mendoza Cabezas,USAIM19,,328,284
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,46,GUA,Guatemala,Cristina Castellanos,GUACC1,,17,13
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,47,IND,India,Nethra Kumanan,INDNK4,,33,14
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,48,CRO,Croatia,Petra Marendic,CROPM6,,35,16
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,49,CAN,Canada,Lilly Rainham,CANLR19,,45,26
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,50,USA,United States of America,Kathryn Danielson,USAKD75,,39,32
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,51,CAN,Canada,Victoria Coady,CANVC5,,59,40
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,52,USA,United States of America,Louise Martin,USALM118,,50,40
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,53,USA,United States of America,Misa Lim Laurie,USAML208,,71,54
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,54,CAN,Canada,Maya  Wolf,CANMW36,,72,57
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,55,USA,United States of America,Paloma Arrigo,USAPA58,,72,58
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,56,CAN,Canada,Alice Wan,CANAW33,,74,61
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,57,USA,United States of America,Daniella Cheng-Sun,USADC212,,75,61
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,58,USA,United States of America,Taylor  Escola,USATE51,,86,67
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,59,CAN,Canada,Annalise Balasubramanian,CANAB55,,89,70
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,60,USA,United States of America,Maia Lim Laurie,USAML207,,90,73
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,61,USA,United States of America,Lauren Wilson,USALW81,,97,80
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,62,USA,United States of America,Catherine  Baldwin,USACB318,,101,84
San Pedro Olympic Classes Regatta,ILCA 6 Women,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,63,USA,United States of America,Madeline Mitchell,USAMM468,,118,99
